"Pollutant","Modifier","Outcome","Exposure_Type","Exposure_Scale","n","N_Healthy","N_Risk","Mean_LE8_Healthy","Mean_LE8_Risk","Weight_Variables","status","error","Beta_Interaction","SE_Interaction","Interaction_Low","Interaction_High","P_Interaction","Toxicant_Beta_Healthy","Toxicant_Beta_Healthy_Low","Toxicant_Beta_Healthy_High","Toxicant_P_Healthy","Toxicant_Beta_Risk","Toxicant_Beta_Risk_Low","Toxicant_Beta_Risk_High","Toxicant_P_Risk","P_FDR_BH_within_modifier","P_FDR_BH_all_tests","Nominal_P_lt_0_05","FDR05_within_modifier","FDR10_within_modifier","FDR05_all_tests"
"Sr_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,73.2885492419574,68.3662408052652,"WTSA2YR","ok",,-0.334856491381475,0.755638478397621,-1.99800556872887,1.32829258596592,0.666250633638112,1.56401931441885,0.306720047294308,2.82131858154339,0.0193031343449115,1.22916282303737,0.122158508955359,2.33616713711939,0.0325985491502727,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"PFHpA_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",1166,605,561,72.6269185360094,69.7109752992106,"WTSB2YR","ok",,-1.35563910164776,3.14402890708766,-7.51782252589241,4.80654432259689,0.666338254105028,-1.58491206138512,-5.67460477033466,2.50478064756442,0.447517115337854,-2.94055116303288,-6.46112552037536,0.580023194309593,0.101618947172168,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"MeA_a_C_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1162,612,550,74.3218954248366,69.5454545454545,"WTSA2YR","ok",,-0.966935550209086,2.27952654128246,-5.43472547292587,3.5008543725077,0.671432631850133,-6.71862021304192,-11.0336969434716,-2.40354348261223,0.0022756099685083,-7.68555576325101,-9.10877343025089,-6.26233809625113,3.53332107285329e-26,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"MHNCH_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2213,1118,1095,72.94531050345,68.9210697977821,"WTSB2YR","ok",,0.654269496192812,1.50161631922547,-2.65076573857388,3.95930473095951,0.671473838691666,-1.33436688707739,-3.80820596780411,1.13947219364934,0.260157071814096,-0.680097390884576,-3.28240988583764,1.92221510406849,0.5767237122423,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"AsB_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2272,1159,1113,73.2947121903118,68.398793479656,"WTSA2YR","ok",,-0.780808373594287,1.819779624564,-4.78611632189678,3.22449957470821,0.676156639567338,0.749439846413394,-1.75088222449596,3.24976191732275,0.523007808698876,-0.0313685271808931,-2.5219196236256,2.45918256926382,0.978380865364304,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"Norharman_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1149,609,540,74.2868871686606,69.7037037037037,"WTSA2YR","ok",,-0.507417402308338,1.24011164649615,-2.93799156624947,1.92315676163279,0.68241436430298,-0.400202999898886,-1.75038319474318,0.949977194945406,0.561276008375699,-0.907620402207224,-2.46582579525116,0.650584990836711,0.253605372785299,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"DBCM_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3373,1727,1646,73.0287865001241,68.4099982641902,"WTSVOC2Y","ok",,-0.880753799257442,2.14923310053513,-5.61118395911301,3.84967636059812,0.689820691878035,-0.600103201547231,-3.17913043828227,1.97892403518781,0.618679885738677,-1.48085700080467,-4.37793609091889,1.41622208930955,0.284519415185375,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"Se_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3437,1761,1676,73.0291230631946,68.4589157858848,"WTSH2YR","ok",,-0.243656477792737,0.596024905447778,-1.55549844972832,1.06818549414284,0.690530621379413,-0.542406205897712,-1.23260978140976,0.147797369614339,0.111609680759928,-0.78606268369045,-1.80882517397892,0.236699806598022,0.118821271833138,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"BCETP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2049,1010,1039,73.4214992927864,68.3576240890967,"WTSSBI2Y|WTSSCH2Y","ok",,-0.301059026397439,0.753592407814835,-1.95970473275562,1.35758667996074,0.697173318317518,-0.15687614449084,-1.76236514991417,1.4486128609325,0.833653182031201,-0.457935170888278,-1.45286746990716,0.5369971281306,0.332804619938541,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"DBUP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2051,1011,1040,73.4287127313834,68.4072802197802,"WTSSBI2Y|WTSSCH2Y","ok",,0.857320742797997,2.20060410397425,-3.98617623328608,5.70081771888208,0.704280933175974,-1.17507506674714,-3.76494119747169,1.41479106397741,0.339434252461933,-0.317754323949141,-3.54711352478875,2.91160487689047,0.832509849583563,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"Ba_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,73.2885492419574,68.3662408052652,"WTSA2YR","ok",,0.303653499625961,0.781749875064147,-1.41696637429372,2.02427337354564,0.705111852862603,0.623207203100068,-0.65830723898012,1.90472164518026,0.307385299535249,0.926860702726029,-0.154604550420383,2.00832595587244,0.0859126872654257,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"MEHP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2213,1118,1095,72.94531050345,68.9210697977821,"WTSB2YR","ok",,-0.614144326781049,1.58459433479503,-4.10181294243018,2.87352428886808,0.705727217076016,0.59038377748573,-1.46214841326879,2.64291596824025,0.539617130266115,-0.0237605492953186,-2.43700265505226,2.38948155646162,0.983098750526386,0.861912748723987,0.926488854538955,FALSE,FALSE,FALSE,FALSE
"PHE_Cys_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2200,1133,1067,73.277014247888,68.4837327620833,"WTSA2YR","ok",,0.565189186086493,1.51640377364153,-2.77239301640548,3.90277138857846,0.716441096313034,-4.6677254994008,-6.74557699881449,-2.58987399998712,0.000439558237357656,-4.10253631331431,-6.22515378801309,-1.97991883861553,0.0013565910277521,0.867883929680016,0.928258463918626,FALSE,FALSE,FALSE,FALSE
"BDCM_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3341,1712,1629,73.029455941255,68.4083136016838,"WTSVOC2Y","ok",,-0.707763908290582,1.96566972984028,-5.03417381331039,3.61864599672923,0.725618343790069,0.501448367923827,-2.00636414008581,3.00926087593347,0.668389327413042,-0.206315540366754,-3.19772129004718,2.78509020931367,0.882092470210623,0.869921960678397,0.931645094814556,FALSE,FALSE,FALSE,FALSE
"X2_NP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2222,1132,1090,73.5152700656234,68.4252948885976,"WTSA2YR","ok",,0.239139092079581,0.678180155628705,-1.25352536632784,1.731803550487,0.731037861129866,-3.16727681784045,-4.41762802117139,-1.91692561450951,0.000166327811599014,-2.92813772576087,-4.18624610044765,-1.67002935107409,0.000332119143441435,0.869921960678397,0.931645094814556,FALSE,FALSE,FALSE,FALSE
"FA_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2059,1058,1001,73.1285444234405,68.4422720137006,"WTSA2YR","ok",,-0.269022634505911,0.776812299065821,-1.97877497692645,1.44072970791463,0.735638705003208,0.554556932730161,-0.578995834253201,1.68810969971352,0.304633032422247,0.285534298224251,-1.05454042070376,1.62560901715226,0.648247482886358,0.869921960678397,0.934841509982755,FALSE,FALSE,FALSE,FALSE
"X4_MDA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1029,513,516,72.1609579504316,67.6951827242525,"WTSA2YR","ok",,-0.652503335613732,2.04096955793255,-4.65273016270416,3.3477234914767,0.749193765819423,-0.00325527874184972,-2.18932394101957,2.18281338353587,0.997671308706413,-0.655758614355582,-3.9337668957469,2.62224966703574,0.694994195458325,0.878975363047984,0.947119432817186,FALSE,FALSE,FALSE,FALSE
"Sm_PFOS_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1045,510,535,72.7605042016807,67.958611481976,"WTSB2YR","ok",,0.34094232579776,1.20860183766301,-2.02787374767066,2.70975839926618,0.777869531165032,0.856955873893071,-0.832709242281264,2.54662099006741,0.320201107209769,1.19789819969083,-1.09371972557234,3.489516124954,0.305583769226815,0.905488751121795,0.956885338977553,FALSE,FALSE,FALSE,FALSE
"PFDA_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1115,1096,72.6880204996797,68.8555787278415,"WTSB2YR","ok",,0.199371229992954,0.764354489096487,-1.48296165755784,1.88170411754375,0.799037546883883,0.914765084987676,-0.482268184475193,2.31179835445054,0.177387251365853,1.11413631498063,-0.367338958408658,2.59561158836992,0.126096447427928,0.919635512550758,0.968637118395984,FALSE,FALSE,FALSE,FALSE
"Perchlorate_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2254,1152,1102,73.3029513888889,68.435960591133,"WTSA2YR","ok",,-0.219153185111448,0.854698582268541,-2.10033208103587,1.66202571081297,0.802366554574487,1.55433723963269,0.305184099575937,2.80349037968945,0.0192757112694129,1.33518405452124,-0.0971178080895927,2.76748591713208,0.0647804664646332,0.919635512550758,0.970000946301002,FALSE,FALSE,FALSE,FALSE
"W_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2265,1159,1106,73.2885492419574,68.3376388530096,"WTSA2YR","ok",,0.14109814364376,0.652023300994165,-1.29399546587836,1.57619175316588,0.832636454746995,-0.226259820787935,-1.38606462245647,0.933544980880598,0.675937554979158,-0.0851616771441749,-0.988784800928774,0.818461446640424,0.839463362832012,0.947044517231315,0.972739501409888,FALSE,FALSE,FALSE,FALSE
"MEP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-0.143154590286644,0.744515196596361,-1.78182148945794,1.49551230888466,0.851027426153718,0.365356125112499,-0.582061742189311,1.31277399241431,0.414096801120954,0.222201534825855,-1.4471717296682,1.89157479931991,0.77500414088931,0.960629443158364,0.97514028889492,FALSE,FALSE,FALSE,FALSE
"NPMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2224,1137,1087,73.2931272772961,68.4754895518465,"WTSA2YR","ok",,0.163644333247147,0.957380846379892,-1.94353670219097,2.27082536868526,0.867383024189814,0.654655584429088,-0.692930927586292,2.00224209644447,0.307865622204034,0.818299917676235,-0.488996335466725,2.1255961708192,0.195677187246392,0.971729854167536,0.980949302499296,FALSE,FALSE,FALSE,FALSE
"o_Xylene_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3365,1722,1643,73.0043968807035,68.4062255456047,"WTSVOC2Y","ok",,-0.31371280671207,1.93542428526916,-4.57355293707047,3.94612732364633,0.874174084612669,-3.80319560150753,-6.82701843510688,-0.779372767908175,0.0182832629295114,-4.1169084082196,-6.71798984284607,-1.51582697359313,0.00511546174595931,0.972029392591699,0.984465611407303,FALSE,FALSE,FALSE,FALSE
"IPPPP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",932,453,479,73.112582781457,67.7587235311661,"WTSSBI2Y","ok",,0.523896459798038,3.57834322958055,-6.48952739450258,7.53732031409866,0.883599668711237,-3.82942442065182,-7.21177676807955,-0.447072073224092,0.0264848321329818,-3.30552796085378,-8.27415361917285,1.66309769746529,0.192259118214912,0.97368679084445,0.984465611407303,FALSE,FALSE,FALSE,FALSE
"Toluene_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3306,1689,1617,72.9599086526262,68.4998674794593,"WTSVOC2Y","ok",,0.119529599882038,0.840669704797816,-1.73077194491657,1.96983114468065,0.889505627626561,-2.67095556743934,-3.77910524359687,-1.5628058912818,0.000250482280096269,-2.5514259675573,-3.82793734568612,-1.27491458942848,0.00106458108289247,0.97368679084445,0.984465611407303,FALSE,FALSE,FALSE,FALSE
"BCPP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2053,1012,1041,73.4281479390175,68.3909702209414,"WTSSBI2Y|WTSSCH2Y","ok",,-0.237447336117742,1.76256457933051,-4.11682581892736,3.64193114669188,0.895269062722749,-0.824419495774584,-4.2798725641557,2.63103357260654,0.609919164398245,-1.06186683189233,-2.98722995460275,0.863496290818101,0.250214067764513,0.97368679084445,0.984465611407303,FALSE,FALSE,FALSE,FALSE
"n_PFOS_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1045,510,535,72.7605042016807,67.958611481976,"WTSB2YR","ok",,0.124423619567242,1.1680399130683,-2.16489254255191,2.4137397816864,0.915167065595112,1.31373065415397,-0.234092834314021,2.86155414262196,0.0962045870779128,1.43815427372121,-0.254744565025202,3.13105311246762,0.095906390442497,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"MCNP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,0.0848257547655574,0.807158604094251,-1.69171835468617,1.86136986421729,0.918194797427484,0.248051775991125,-1.04226340566348,1.53836695764573,0.680361545475019,0.332877530756682,-0.91910772118114,1.5848627826945,0.570224670293762,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"MCPP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-0.05247140500979,0.630938647052823,-1.44115800410135,1.33621519408177,0.935215216615489,0.385488016088415,-0.577016806958579,1.34799283913541,0.396897102701956,0.333016611078625,-0.707769695943324,1.37380291810057,0.495921528603738,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"HEMA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2238,1144,1094,73.2698551448551,68.4512927657352,"WTSA2YR","ok",,-0.132075815893553,1.62458250967287,-3.70775781102797,3.44360617924087,0.936665087769563,-3.15420585614419,-5.42409384324884,-0.884317869039535,0.0108818563754119,-3.28628167203774,-5.88212528656725,-0.690438057508233,0.0177001587890836,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"GAM_Cys_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2253,1152,1101,73.2837301587302,68.4968210717529,"WTSA2YR","ok",,0.0896969980017066,1.19131822842422,-2.53237674370667,2.71177073971008,0.941334072885639,-5.13862165662446,-7.24807811459349,-3.02916519865543,0.000229713178807189,-5.04892465862275,-7.34359586662237,-2.75425345062313,0.000516683870497685,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"Pb_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,73.2885492419574,68.3662408052652,"WTSA2YR","ok",,-0.0494966825908626,0.688981338826895,-1.56593438492893,1.4669410197472,0.944018502676989,1.36344257914225,-0.101399407874611,2.82828456615911,0.0651293696477097,1.31394589655139,0.293297918302297,2.33459387480048,0.0162708383176697,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"MDA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1044,513,531,73.17738791423,67.9808985741189,"WTSB2YR","ok",,-0.271739145368592,3.92510009705123,-7.96479397130368,7.42131568056649,0.944805638247102,-3.79660146806423,-8.53519794037941,0.941995004250942,0.116336300167046,-4.06834061343283,-9.14991163432447,1.01323040745882,0.116610520089175,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"MCOP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,0.0430911518299061,0.66572502553615,-1.42215975007679,1.5083420537366,0.949551794516464,0.0480713036716751,-1.08755381640467,1.18369642374802,0.927445159239399,0.0911624555015811,-1.05326189121625,1.23558680221941,0.864009230590301,0.975746326778988,0.98447297975783,FALSE,FALSE,FALSE,FALSE
"BPS_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1118,1093,72.94531050345,68.907332374853,"WTSB2YR","ok",,0.0555542231881062,1.00796568455889,-2.16296329040762,2.27407173678383,0.957035007763814,-0.371974168929706,-1.84396271388488,1.10001437602547,0.589213830273997,-0.316419945741599,-1.54461471184132,0.91177482035812,0.582073320022038,0.976700110663071,0.988549158799364,FALSE,FALSE,FALSE,FALSE
"IPM3_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1072,530,542,72.2129380053908,67.4591460200316,"WTSA2YR","ok",,-0.0221663410145034,0.984595026684983,-1.95193713267432,1.90760445064532,0.982038618028582,-3.33300065340217,-4.57999791255149,-2.08600339425285,1.61770198315818e-07,-3.35516699441667,-4.76642128087253,-1.94391270796081,3.16687066901818e-06,0.995371047068848,0.997922557157492,FALSE,FALSE,FALSE,FALSE
"X26_DMA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1063,563,500,74.5863993910175,69.51,"WTSA2YR","ok",,0.0353389844478494,2.49312486741627,-4.85109596464924,4.92177393354494,0.988690704471071,-3.7806365488567,-6.87426941831113,-0.687003679402272,0.0166106861342263,-3.74529756440885,-7.18821396471802,-0.302381164099685,0.0329984767094396,0.995371047068848,0.997922557157492,FALSE,FALSE,FALSE,FALSE
"OXY_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2257,1115,1142,73.5156950672646,68.6220915686765,"WTSB2YR|WTSC2YR","ok",,0.000607109960129771,1.91710771217057,-4.21891851482453,4.22013273474479,0.999752995974053,0.91421631662288,-2.56669246269698,4.39512509594274,0.574866082977048,0.914823426583009,-1.84283633229834,3.67248318546436,0.480558184346693,0.999752995974053,0.999752995974053,FALSE,FALSE,FALSE,FALSE
"NDMA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",927,571,356,67.3104828621466,63.4871589085072,"WTSSBI2Y","ok",,-10.1109702143473,2.25001595044845,-14.5209204418669,-5.70101998682763,6.99854722785548e-06,5.82913851062141,2.37001485352088,9.28826216772193,0.00095713984445053,-4.28183170372585,-8.1366177875531,-0.427045619898596,0.0294734719580912,0.00104278353695047,0.00417113414780186,TRUE,TRUE,TRUE,TRUE
"MeP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,68.0720269829181,64.6639122834896,"WTSB2YR","ok",,-1.83693328271986,0.40785670183689,-2.73461983090677,-0.939246734532943,0.000895487352174738,2.6512320265593,1.76188497870973,3.54057907440888,4.07204011485779e-05,0.814298743839443,-0.181202610469437,1.80980009814832,0.0992564770845324,0.066713807737018,0.177903487298715,TRUE,FALSE,TRUE,FALSE
"GLYP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2048,1229,819,68.2180634662327,64.0842490842491,"WTSSCH2Y|WTSSGL2Y","ok",,-2.00337312882491,0.60486428651871,-3.33467044732201,-0.67207581032781,0.00692763088004474,1.09548395640566,0.0302344535061418,2.16073345930518,0.0448195504811832,-0.907889172419246,-1.7953446794353,-0.0204336654031951,0.0457563038232413,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"Pb_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2266,1362,904,68.5619886721208,63.6259481668774,"WTSA2YR","ok",,1.86360925631229,0.597841466984981,0.547769059390927,3.17944945323364,0.00979828358346317,0.708103087288252,-0.129507684460228,1.54571385903673,0.0897116396476632,2.57171234360054,1.02252684412909,4.12089784307199,0.00379594340231443,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"DMTP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1043,643,400,67.4350144412353,63.5660714285714,"WTSB2YR","ok",,-2.54872439810849,1.04393065288867,-4.59479088012767,-0.502657916089314,0.0146276413800388,2.79090566349498,1.55351760453802,4.02829372245194,9.83989058730411e-06,0.242181265386489,-1.35044511371271,1.83480764448569,0.765672542584829,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"BP3_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,68.0720269829181,64.6639122834896,"WTSB2YR","ok",,-2.02322859212422,0.707741153526785,-3.58095636822281,-0.465500816025624,0.0155524192417082,2.60663906197058,1.17472765531519,4.03855046862597,0.00206260027898074,0.583410469846366,-0.521008159394308,1.68782909908704,0.269565630987027,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"MMA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2272,1364,908,68.5750942605781,63.6493077407174,"WTSA2YR","ok",,3.3726982717538,1.19118345324157,0.750921168222397,5.99447537528521,0.0163316573439012,1.42209938751346,-0.245458335199167,3.08965711022608,0.087276327964693,4.79479765926726,2.57480916400345,7.01478615453108,0.000596073342908171,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"BMA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2244,1352,892,68.5978444632291,63.6891415759129,"WTSA2YR","ok",,1.52463609907123,0.547761471350074,0.319021229359755,2.73025096878271,0.0177955540878237,0.961912485984788,0.204905649035681,1.7189193229339,0.0173756391309813,2.48654858505602,1.46290118829559,3.51019598181645,0.000235091030196248,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"MA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2210,1335,875,68.5708935259497,63.7363265306122,"WTSA2YR","ok",,1.60064322703348,0.57659360530615,0.331569258350911,2.86971719571605,0.0180313693486892,-1.79217841484496,-2.64158491139061,-0.942771918299315,0.000712112992947086,-0.191535187811478,-1.60570071386831,1.22263033824535,0.771180273959249,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"PrP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,68.0720269829181,64.6639122834896,"WTSB2YR","ok",,-1.61225123450509,0.592590114797798,-2.91653328319204,-0.307969185818132,0.0199070531351613,2.27389948721699,1.37339118463206,3.17440778980192,0.000170758424786649,0.661648252711905,-0.449442063385996,1.7727385688098,0.216672339779808,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"PNP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2222,1341,881,68.3951209118994,64.1981514512729,"WTSB2YR|WTSC2YR","ok",,-1.46243716184936,0.553990343509399,-2.68176168674761,-0.243112636951097,0.0230004054752541,1.64581279416455,0.820015484146724,2.47161010418237,0.00108719318682724,0.18337563231519,-0.715941780380906,1.08269304501129,0.66229376917622,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"CYHA_Cys_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1074,616,458,67.6774118738404,63.1565814098565,"WTSA2YR","ok",,-3.86138117550724,1.70150163930749,-7.19626310818578,-0.526499242828707,0.023244249464229,-10.2196145872481,-12.6385211186277,-7.80070805586846,1.22522549363767e-16,-14.0809957627553,-17.1172465369429,-11.0447449885677,9.94222958472617e-20,0.288616097514176,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"DPHP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2049,1229,820,68.1797047541555,64.1498257839721,"WTSSBI2Y|WTSSCH2Y","ok",,-1.91500569004726,0.748609454124738,-3.56268398928011,-0.267327390814413,0.0266092681082563,1.0644412063714,0.104665949998942,2.02421646274386,0.032764095808309,-0.850564483675862,-2.0874309902057,0.38630202285398,0.158325516896762,0.304983149856168,0.440531216458909,TRUE,FALSE,FALSE,FALSE
"MeFOSAA_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2211,1301,910,67.869221477984,64.6993720565149,"WTSB2YR","ok",,3.30930091786974,1.35150769837388,0.33465252999921,6.28394930574026,0.0323259947652616,-0.421066671389115,-2.43284049031899,1.59070714754076,0.654009980612164,2.88823424648062,0.694516841563048,5.0819516513982,0.0145020020734496,0.344040944287427,0.450973920290067,TRUE,FALSE,FALSE,FALSE
"X14_DCB_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",3343,1985,1358,68.4649154372076,64.0022091310751,"WTSVOC2Y","ok",,2.32760687331776,0.988759580976572,0.151361708689893,4.50385203794562,0.0382119815348489,-0.596924499257593,-2.07653265398832,0.882683655473131,0.393568057433952,1.73068237406016,-0.36338664748712,3.82475139560745,0.0962049276661594,0.36300927827085,0.464651876186689,TRUE,FALSE,FALSE,FALSE
"DMP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1040,640,400,67.4296875,63.6410714285714,"WTSB2YR","ok",,-2.16812637906736,1.05025095987762,-4.22658043515611,-0.109672322978599,0.0389808620961987,1.96506105576638,0.969916478879004,2.96020563265376,0.000108728014981093,-0.203065323300973,-2.08496470271058,1.67883405610863,0.832505838244729,0.36300927827085,0.464651876186689,TRUE,FALSE,FALSE,FALSE
"ATCA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2197,1321,876,68.5838650373094,63.7622309197652,"WTSA2YR","ok",,1.73716116029604,0.778980964764675,0.0226356168551196,3.45168670373696,0.0475227651781355,-0.600100932509981,-1.76360405223441,0.56340218721445,0.280420258110047,1.13706022778606,-0.291707753556995,2.56582820912911,0.107634225776001,0.408821588851686,0.529982234921422,TRUE,FALSE,FALSE,FALSE
"X4_MDA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1029,601,428,67.6111243166152,63.2660213618158,"WTSA2YR","ok",,-2.82323003942905,1.44638431719029,-5.65809120892557,0.0116311300674665,0.050947410861005,0.467953287021464,-1.68856466645711,2.62447124050004,0.670616471441969,-2.35527675240759,-4.58247006628357,-0.128083438531609,0.0382021300532133,0.408821588851686,0.529982234921422,FALSE,FALSE,FALSE,FALSE
"IPM1_Cys_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1072,615,457,67.6492450638792,63.1478587058456,"WTSA2YR","ok",,-2.60192360114665,1.33978520011139,-5.22785434038477,0.0240071380914757,0.0521316120012218,-2.56830630612926,-4.10083323527054,-1.03577937698797,0.00102115446383492,-5.1702299072759,-6.88327701834863,-3.45718279620318,3.30946109976484e-09,0.408821588851686,0.529982234921422,FALSE,FALSE,FALSE,FALSE
"DHB_Cys_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2138,1285,853,68.5080600333519,63.5898509462402,"WTSA2YR","ok",,1.60685611076911,0.748708462657924,-0.0410401047760018,3.25475232631423,0.0550120659409684,-1.3531061956375,-2.54738363801508,-0.158828753259916,0.0298387275600712,0.253749915131616,-1.29611888370601,1.80361871396924,0.72540717043312,0.409839891260215,0.529982234921422,FALSE,FALSE,FALSE,FALSE
"MINP_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2213,1314,899,68.0593607305936,64.6639122834896,"WTSB2YR","ok",,3.06304073021927,1.48663355950651,-0.209017672748781,6.33509913318732,0.0638227531086115,0.107285036140334,-1.86306763721241,2.07763770949308,0.906768421991836,3.1703257663596,0.402336864596847,5.93831466812235,0.0284296621817905,0.452837629199196,0.558287001933687,FALSE,FALSE,FALSE,FALSE
